,Compound Score,Handle,Negativity Score,Neutrality Score,Positivity Score,Timestamp,Tweets Ago
89,0.7506,@FoxNews,0.0,0.709,0.291,2017-12-13 14:30:06,-90.0
90,-0.6486,@FoxNews,0.177,0.823,0.0,2017-12-13 14:25:05,-91.0
91,0.0,@FoxNews,0.0,1.0,0.0,2017-12-13 14:20:04,-92.0
92,-0.0956,@FoxNews,0.155,0.708,0.137,2017-12-13 14:15:09,-93.0
93,0.3818,@FoxNews,0.0,0.885,0.115,2017-12-13 14:07:42,-94.0
94,0.128,@FoxNews,0.0,0.8,0.2,2017-12-13 14:00:50,-95.0
95,0.3182,@FoxNews,0.0,0.839,0.161,2017-12-13 13:55:31,-96.0
96,0.5709,@FoxNews,0.0,0.793,0.207,2017-12-13 13:51:44,-97.0
97,0.5106,@FoxNews,0.089,0.701,0.21,2017-12-13 13:47:57,-98.0
98,0.5777,@FoxNews,0.0,0.828,0.172,2017-12-13 13:43:02,-99.0
99,0.3182,@FoxNews,0.0,0.827,0.173,2017-12-13 13:27:43,-100.0
0,-0.1987,@nytimes,0.315,0.537,0.149,2017-12-13 21:50:07,-1.0
1,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 21:40:03,-2.0
2,-0.5574,@nytimes,0.184,0.816,0.0,2017-12-13 21:30:27,-3.0
3,-0.296,@nytimes,0.239,0.761,0.0,2017-12-13 21:20:07,-4.0
4,0.6369,@nytimes,0.0,0.792,0.208,2017-12-13 21:10:11,-5.0
5,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 21:04:01,-6.0
6,-0.3182,@nytimes,0.223,0.777,0.0,2017-12-13 21:00:05,-7.0
7,0.34,@nytimes,0.0,0.888,0.112,2017-12-13 20:50:02,-8.0
8,-0.0516,@nytimes,0.22,0.606,0.174,2017-12-13 20:40:12,-9.0
9,-0.8225,@nytimes,0.342,0.602,0.056,2017-12-13 20:30:11,-10.0
10,0.5994,@nytimes,0.0,0.726,0.274,2017-12-13 20:20:18,-11.0
11,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 20:10:05,-12.0
12,0.2732,@nytimes,0.0,0.871,0.129,2017-12-13 20:00:20,-13.0
13,-0.6908,@nytimes,0.305,0.695,0.0,2017-12-13 19:50:04,-14.0
14,0.5574,@nytimes,0.0,0.765,0.235,2017-12-13 19:40:11,-15.0
15,0.25,@nytimes,0.106,0.741,0.153,2017-12-13 19:36:20,-16.0
16,0.25,@nytimes,0.0,0.909,0.091,2017-12-13 19:30:08,-17.0
17,0.5859,@nytimes,0.0,0.84,0.16,2017-12-13 19:20:08,-18.0
18,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 19:10:05,-19.0
19,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 19:00:30,-20.0
20,-0.8281,@nytimes,0.466,0.534,0.0,2017-12-13 18:58:45,-21.0
21,0.8402,@nytimes,0.074,0.567,0.358,2017-12-13 18:55:08,-22.0
22,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 18:50:09,-23.0
23,0.4767,@nytimes,0.0,0.866,0.134,2017-12-13 18:40:15,-24.0
24,0.4588,@nytimes,0.0,0.769,0.231,2017-12-13 18:30:12,-25.0
25,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 18:20:15,-26.0
26,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 18:09:05,-27.0
27,-0.0191,@nytimes,0.056,0.944,0.0,2017-12-13 18:09:05,-28.0
28,-0.1779,@nytimes,0.096,0.904,0.0,2017-12-13 18:09:04,-29.0
29,0.0966,@nytimes,0.132,0.675,0.193,2017-12-13 18:09:04,-30.0
30,0.34,@nytimes,0.0,0.876,0.124,2017-12-13 18:09:03,-31.0
31,-0.5945,@nytimes,0.205,0.795,0.0,2017-12-13 18:09:03,-32.0
32,0.7823,@nytimes,0.0,0.671,0.329,2017-12-13 18:09:02,-33.0
33,-0.8177,@nytimes,0.321,0.679,0.0,2017-12-13 18:05:28,-34.0
34,0.7574,@nytimes,0.0,0.745,0.255,2017-12-13 17:55:06,-35.0
35,-0.3818,@nytimes,0.106,0.894,0.0,2017-12-13 17:45:06,-36.0
36,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 17:35:08,-37.0
37,0.1779,@nytimes,0.0,0.909,0.091,2017-12-13 17:25:07,-38.0
38,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 17:14:18,-39.0
39,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 17:10:05,-40.0
40,-0.4404,@nytimes,0.247,0.639,0.114,2017-12-13 17:00:05,-41.0
41,-0.0516,@nytimes,0.172,0.703,0.125,2017-12-13 16:50:30,-42.0
42,-0.6249,@nytimes,0.188,0.812,0.0,2017-12-13 16:35:04,-43.0
43,0.4588,@nytimes,0.0,0.85,0.15,2017-12-13 16:25:05,-44.0
44,0.3818,@nytimes,0.05,0.833,0.117,2017-12-13 16:15:10,-45.0
45,0.499,@nytimes,0.055,0.801,0.144,2017-12-13 16:00:23,-46.0
46,0.3612,@nytimes,0.0,0.848,0.152,2017-12-13 15:50:10,-47.0
47,0.3612,@nytimes,0.0,0.898,0.102,2017-12-13 15:40:06,-48.0
48,0.2263,@nytimes,0.161,0.602,0.237,2017-12-13 15:30:08,-49.0
49,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 15:15:04,-50.0
50,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 15:00:39,-51.0
51,-0.3612,@nytimes,0.122,0.878,0.0,2017-12-13 14:51:06,-52.0
52,-0.6597,@nytimes,0.423,0.577,0.0,2017-12-13 14:40:06,-53.0
53,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 14:31:06,-54.0
54,0.5106,@nytimes,0.0,0.82,0.18,2017-12-13 14:20:11,-55.0
55,-0.1531,@nytimes,0.183,0.671,0.146,2017-12-13 14:10:03,-56.0
56,-0.5574,@nytimes,0.247,0.753,0.0,2017-12-13 14:00:20,-57.0
57,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 13:50:07,-58.0
58,-0.4767,@nytimes,0.162,0.838,0.0,2017-12-13 13:39:06,-59.0
59,0.2263,@nytimes,0.0,0.909,0.091,2017-12-13 13:30:22,-60.0
60,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 13:20:11,-61.0
61,-0.1027,@nytimes,0.18,0.654,0.167,2017-12-13 13:10:09,-62.0
62,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 13:00:34,-63.0
63,-0.5423,@nytimes,0.179,0.821,0.0,2017-12-13 12:50:07,-64.0
64,-0.1984,@nytimes,0.106,0.894,0.0,2017-12-13 12:40:14,-65.0
65,-0.3818,@nytimes,0.231,0.769,0.0,2017-12-13 12:33:03,-66.0
66,0.4215,@nytimes,0.0,0.872,0.128,2017-12-13 12:20:09,-67.0
67,-0.5859,@nytimes,0.211,0.789,0.0,2017-12-13 12:10:07,-68.0
68,-0.34,@nytimes,0.103,0.897,0.0,2017-12-13 12:00:14,-69.0
69,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 11:50:05,-70.0
70,0.1531,@nytimes,0.0,0.874,0.126,2017-12-13 11:40:07,-71.0
71,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 11:30:18,-72.0
72,-0.4019,@nytimes,0.153,0.847,0.0,2017-12-13 11:15:09,-73.0
73,0.4404,@nytimes,0.0,0.818,0.182,2017-12-13 11:00:12,-74.0
74,-0.6486,@nytimes,0.185,0.815,0.0,2017-12-13 10:46:05,-75.0
75,0.2263,@nytimes,0.0,0.909,0.091,2017-12-13 10:30:15,-76.0
76,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 10:15:05,-77.0
77,0.8481,@nytimes,0.0,0.635,0.365,2017-12-13 10:00:06,-78.0
78,0.3804,@nytimes,0.0,0.899,0.101,2017-12-13 09:45:05,-79.0
79,-0.34,@nytimes,0.14,0.772,0.088,2017-12-13 09:42:38,-80.0
80,-0.3612,@nytimes,0.122,0.878,0.0,2017-12-13 09:31:06,-81.0
81,-0.3182,@nytimes,0.231,0.586,0.183,2017-12-13 09:15:08,-82.0
82,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 09:00:19,-83.0
83,0.0772,@nytimes,0.113,0.727,0.16,2017-12-13 08:47:03,-84.0
84,0.4754,@nytimes,0.0,0.872,0.128,2017-12-13 08:31:04,-85.0
85,-0.4404,@nytimes,0.193,0.712,0.095,2017-12-13 08:17:06,-86.0
86,-0.296,@nytimes,0.22,0.65,0.13,2017-12-13 08:02:09,-87.0
87,0.4019,@nytimes,0.0,0.787,0.213,2017-12-13 07:45:12,-88.0
88,0.6486,@nytimes,0.0,0.798,0.202,2017-12-13 07:45:07,-89.0
89,-0.25,@nytimes,0.153,0.741,0.106,2017-12-13 07:21:05,-90.0
90,-0.0772,@nytimes,0.109,0.792,0.098,2017-12-13 07:02:06,-91.0
91,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 06:48:20,-92.0
92,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 06:47:05,-93.0
93,0.6486,@nytimes,0.0,0.76,0.24,2017-12-13 06:37:02,-94.0
94,0.0,@nytimes,0.0,1.0,0.0,2017-12-13 06:36:55,-95.0
95,0.4939,@nytimes,0.0,0.738,0.262,2017-12-13 06:28:44,-96.0
96,0.4404,@nytimes,0.108,0.664,0.228,2017-12-13 06:27:07,-97.0
97,-0.3182,@nytimes,0.277,0.723,0.0,2017-12-13 06:24:37,-98.0
98,-0.0772,@nytimes,0.151,0.711,0.138,2017-12-13 06:17:04,-99.0
99,0.4404,@nytimes,0.0,0.847,0.153,2017-12-13 05:47:04,-100.0
