,Compound Score,Handle,Negativity Score,Neutrality Score,Positivity Score,Timestamp,Tweets Ago
13,-0.4939,@nytimes,0.176,0.824,0.0,2017-12-11 20:10:10,-14.0
14,-0.34,@nytimes,0.118,0.882,0.0,2017-12-11 20:00:08,-15.0
15,-0.4939,@nytimes,0.127,0.873,0.0,2017-12-11 19:50:04,-16.0
16,-0.296,@nytimes,0.121,0.879,0.0,2017-12-11 19:40:13,-17.0
17,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 19:20:12,-18.0
18,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 19:10:06,-19.0
19,0.4767,@nytimes,0.0,0.853,0.147,2017-12-11 18:58:05,-20.0
20,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 18:50:05,-21.0
21,-0.5106,@nytimes,0.216,0.784,0.0,2017-12-11 18:40:09,-22.0
22,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 18:30:20,-23.0
23,-0.6597,@nytimes,0.241,0.759,0.0,2017-12-11 18:20:05,-24.0
24,-0.1531,@nytimes,0.068,0.932,0.0,2017-12-11 18:05:06,-25.0
25,-0.296,@nytimes,0.099,0.901,0.0,2017-12-11 17:50:05,-26.0
26,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 17:40:30,-27.0
27,-0.8126,@nytimes,0.399,0.435,0.167,2017-12-11 17:35:01,-28.0
28,-0.296,@nytimes,0.207,0.667,0.127,2017-12-11 17:20:14,-29.0
29,-0.8316,@nytimes,0.358,0.642,0.0,2017-12-11 17:10:06,-30.0
30,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 17:00:11,-31.0
31,0.0772,@nytimes,0.0,0.843,0.157,2017-12-11 16:50:09,-32.0
32,-0.7003,@nytimes,0.392,0.608,0.0,2017-12-11 16:40:12,-33.0
33,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 16:30:10,-34.0
34,0.3182,@nytimes,0.0,0.796,0.204,2017-12-11 16:20:10,-35.0
35,0.0772,@nytimes,0.0,0.936,0.064,2017-12-11 16:10:06,-36.0
36,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 16:00:14,-37.0
37,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 15:50:07,-38.0
38,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 15:40:07,-39.0
39,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 15:30:17,-40.0
40,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 15:20:18,-41.0
41,0.4404,@nytimes,0.11,0.686,0.203,2017-12-11 15:15:08,-42.0
42,-0.875,@nytimes,0.37,0.63,0.0,2017-12-11 15:06:27,-43.0
43,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 15:00:28,-44.0
44,0.5423,@nytimes,0.143,0.571,0.286,2017-12-11 14:45:09,-45.0
45,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 14:38:50,-46.0
46,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 14:30:09,-47.0
47,-0.296,@nytimes,0.099,0.901,0.0,2017-12-11 14:27:42,-48.0
48,0.3818,@nytimes,0.124,0.641,0.235,2017-12-11 14:20:07,-49.0
49,-0.3818,@nytimes,0.12,0.88,0.0,2017-12-11 14:10:05,-50.0
50,-0.6369,@nytimes,0.215,0.785,0.0,2017-12-11 13:58:28,-51.0
51,-0.3182,@nytimes,0.126,0.874,0.0,2017-12-11 13:45:08,-52.0
52,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 13:30:11,-53.0
53,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 13:15:08,-54.0
54,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 13:13:43,-55.0
55,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 13:00:13,-56.0
56,-0.6204,@nytimes,0.264,0.665,0.071,2017-12-11 12:50:24,-57.0
57,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 12:36:43,-58.0
58,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 12:25:05,-59.0
59,0.9169,@nytimes,0.0,0.52,0.48,2017-12-11 12:08:36,-60.0
60,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 11:50:19,-61.0
61,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 11:40:30,-62.0
62,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 11:22:05,-63.0
63,0.5859,@nytimes,0.0,0.648,0.352,2017-12-11 11:19:03,-64.0
64,0.4404,@nytimes,0.0,0.868,0.132,2017-12-11 11:11:09,-65.0
65,0.1027,@nytimes,0.105,0.773,0.123,2017-12-11 10:55:05,-66.0
66,-0.6249,@nytimes,0.321,0.584,0.095,2017-12-11 10:33:13,-67.0
67,0.0258,@nytimes,0.053,0.889,0.058,2017-12-11 10:32:16,-68.0
68,-0.3818,@nytimes,0.106,0.894,0.0,2017-12-11 10:15:55,-69.0
69,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 09:59:52,-70.0
70,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 09:41:35,-71.0
71,0.0772,@nytimes,0.0,0.939,0.061,2017-12-11 09:23:39,-72.0
72,0.25,@nytimes,0.14,0.676,0.185,2017-12-11 09:05:13,-73.0
73,0.3612,@nytimes,0.05,0.837,0.113,2017-12-11 08:46:52,-74.0
74,0.4588,@nytimes,0.0,0.833,0.167,2017-12-11 08:28:44,-75.0
75,0.6597,@nytimes,0.0,0.526,0.474,2017-12-11 08:11:40,-76.0
76,-0.7184,@nytimes,0.316,0.684,0.0,2017-12-11 08:04:33,-77.0
77,-0.7906,@nytimes,0.241,0.759,0.0,2017-12-11 07:47:35,-78.0
78,-0.5267,@nytimes,0.386,0.614,0.0,2017-12-11 07:31:09,-79.0
79,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 07:18:03,-80.0
80,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 07:02:41,-81.0
81,0.4215,@nytimes,0.0,0.851,0.149,2017-12-11 06:45:24,-82.0
82,0.7184,@nytimes,0.0,0.75,0.25,2017-12-11 06:28:44,-83.0
83,-0.6705,@nytimes,0.2,0.8,0.0,2017-12-11 06:11:56,-84.0
84,-0.5267,@nytimes,0.274,0.726,0.0,2017-12-11 05:53:57,-85.0
85,0.1779,@nytimes,0.0,0.922,0.078,2017-12-11 05:48:39,-86.0
86,-0.4019,@nytimes,0.137,0.863,0.0,2017-12-11 05:30:06,-87.0
87,-0.6195,@nytimes,0.18,0.82,0.0,2017-12-11 05:16:33,-88.0
88,-0.1531,@nytimes,0.156,0.745,0.099,2017-12-11 04:59:05,-89.0
89,0.6369,@nytimes,0.0,0.543,0.457,2017-12-11 04:48:03,-90.0
90,0.1779,@nytimes,0.0,0.925,0.075,2017-12-11 04:35:03,-91.0
91,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 04:32:53,-92.0
92,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 04:29:34,-93.0
93,0.1027,@nytimes,0.105,0.773,0.123,2017-12-11 04:26:04,-94.0
94,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 04:12:09,-95.0
95,-0.2263,@nytimes,0.128,0.872,0.0,2017-12-11 03:53:03,-96.0
96,0.128,@nytimes,0.143,0.695,0.162,2017-12-11 03:39:09,-97.0
97,0.0,@nytimes,0.0,1.0,0.0,2017-12-11 03:25:04,-98.0
98,0.6467,@nytimes,0.0,0.816,0.184,2017-12-11 03:13:26,-99.0
99,0.4404,@nytimes,0.0,0.674,0.326,2017-12-11 02:56:51,-100.0
